LAMMPS data file via write_data, version 2 Aug 2023, timestep = 1001170, units = real

20592 atoms
4 atom types
1872 bonds
2 bond types
936 angles
1 angle types

-4.186467517500219 223.08304351747495 xlo xhi
-2.8724532747442453 224.3924592747099 ylo yhi
-77.1 147.1 zlo zhi

Masses

1 12.0107
2 12.0107
3 15.999
4 1.00784

Atoms # full

19797 2 4 0.418 -1.0059781803997754 1.8186906483376477 -4.141389990616403 0 0 0
18861 2 3 -0.6830000000000001 -1.9186923927292856 1.9821717099699345 -3.920331414240337 0 0 0
1843 1843 1 0 20.94277198039938 21.00469912905939 -1.0694521965302215 0 0 0
20583 2 4 0.418 4.689713329921986 2.119614000862849 -4.489560772293061 0 0 0
19647 2 3 -0.6830000000000001 5.589516915578574 1.9184984118133563 -4.279499589109946 0 0 0
19106 2 3 -0.6830000000000001 12.15019427608939 4.020376053341643 -4.330179860308334 0 0 0
20042 2 4 0.418 11.258101525651735 3.939414191793359 -4.495609653271913 0 0 0
20429 2 4 0.418 4.129116073047413 11.259545637638546 -4.1875714058648725 0 0 0
19493 2 3 -0.6830000000000001 4.56086602781787 10.391848857280946 -4.035489427341275 0 0 0
20009 2 4 0.418 21.311230733202116 5.827435970998966 -4.25073842823295 0 0 0
19073 2 3 -0.6830000000000001 22.23903801610075 5.733061998948935 -4.0001630562045705 0 0 0
19682 2 4 0.418 19.138269828289726 11.956448067140053 -4.394312682528806 0 0 0
18746 2 3 -0.6830000000000001 18.311403565599722 12.378577476086482 -4.112558789915198 0 0 0
1837 1837 1 0 19.65030017791698 18.757016929567822 -1.0163306781369101 0 0 0
20377 2 4 0.418 -3.735392015259788 19.553011697105614 -3.887227937394954 0 0 0
19441 2 3 -0.6830000000000001 -2.989307729435514 19.009062116826914 -3.7026829195552864 0 0 0
366 366 2 0.265 -1.8767492002650221 2.0765423329937533 -2.429833941367491 0 0 0
365 365 1 0 -0.58576681845582 1.3631528922305414 -2.215484975590897 0 0 0
8 8 1 0 -0.5573349866719464 -0.12416564055080004 -2.22557791573729 0 0 0
6 6 1 0 -1.8795245701659486 -2.3137747650764333 -2.105329213091551 0 0 0
7 7 1 0 -1.8496224438727267 -0.862994879339591 -2.1476899849772906 0 0 0
361 361 1 0 -3.1553432469427865 1.3279219718478048 -2.161739717345256 0 0 0
4 4 1 0 -3.120584643571471 -0.12079625474782274 -2.1017634355183645 0 0 0
10 10 1 0 0.6452509100274151 -2.2995228885650567 -2.1678822672632236 0 0 0
12 12 1 0 1.9528415579455043 -0.14385162821351516 -2.1305174723122775 0 0 0
11 11 1 0 0.693891030213031 -0.8491081158442122 -2.1540506811118973 0 0 0
369 369 1 0 1.9530126363068732 1.3173600580834313 -2.09689449504242 0 0 0
370 370 1 0 0.7037052144384628 2.045240681264562 -2.140064328053853 0 0 0
367 367 1 0 -1.84000903341355 3.5659835966856166 -2.2423168529520012 0 0 0
371 371 1 0 0.6978095486358775 3.4918389458149424 -2.077096408720621 0 0 0
372 372 1 0 1.946058331637487 4.240289330979701 -2.088298896909805 0 0 0
368 368 1 0 -0.5400970888080878 4.270177747015288 -2.1641370595736475 0 0 0
378 378 2 0.265 5.722616452213195 2.0527304638531803 -2.783793955306834 0 0 0
373 373 1 0 4.449823357699605 1.3138726748605363 -2.387820195976019 0 0 0
14 14 1 0 3.255315243494536 -2.3562492122976098 -2.2500285634609156 0 0 0
15 15 1 0 3.234984739167537 -0.8463032188088242 -2.1659148836855593 0 0 0
377 377 1 0 7.003881289258949 1.3331602962995053 -2.48157787263267 0 0 0
379 379 1 0 5.703680269411228 3.534520855830398 -2.6456145755340117 0 0 0
16 16 1 0 4.4678904050051305 -0.12815379711199482 -2.2248751892595635 0 0 0
19 19 1 0 5.721226436606042 -0.8291059872617268 -2.27153082174587 0 0 0
20 20 1 0 6.964652603709071 -0.10693657623156572 -2.2795484442509064 0 0 0
374 374 1 0 3.2150337130431987 2.0655082504565234 -2.139158201745431 0 0 0
18 18 1 0 5.735583600318709 -2.316828025698131 -2.163067279643627 0 0 0
375 375 1 0 3.2011360018613004 3.509483358470299 -2.137980142153083 0 0 0
